Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Judge of Elections,DEM Judge of Elections 745 E Whiteland 3,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 745 E Whiteland 3,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 750 E Whiteland 4,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 750 E Whiteland 4,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 752 E Whiteland 5,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 752 E Whiteland 5,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 754 E Whiteland 6,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 754 E Whiteland 6,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 759 W Whiteland 1,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 759 W Whiteland 1,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 760 W Whiteland 2,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 760 W Whiteland 2,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 761 W Whiteland 3,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 761 W Whiteland 3,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 762 W Whiteland 4,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 762 W Whiteland 4,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 763 W Whiteland 5,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 763 W Whiteland 5,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 764 W Whiteland 6,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 764 W Whiteland 6,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 765 W Whiteland 7,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 765 W Whiteland 7,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 770 Willistown N-1,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 770 Willistown N-1,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 775 Willistown N-2,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 775 Willistown N-2,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 780 Willistown N-3,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 780 Willistown N-3,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 785 Willistown N-4,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 785 Willistown N-4,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 790 Willistown N-5,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 790 Willistown N-5,Republican,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Judge of Elections,DEM Judge of Elections 795 Willistown N-6,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 795 Willistown N-6,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 800 Willistown S-1,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 800 Willistown S-1,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 805 Willistown S-2,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 805 Willistown S-2,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 806 Willistown S-3,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 806 Willistown S-3,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 810 West Chester 1,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 810 West Chester 1,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 820 West Chester 2-E,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 820 West Chester 2-E,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 825 West Chester 2-W,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 825 West Chester 2-W,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 835 West Chester 3,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 835 West Chester 3,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 842 West Chester 4,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 842 West Chester 4,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 846 West Chester 5,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 846 West Chester 5,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 850 West Chester 6,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 850 West Chester 6,Republican,Local,1,4,
Judge of Elections,DEM Judge of Elections 860 West Chester 7,Democratic,Local,1,4,
Judge of Elections,REP Judge of Elections 860 West Chester 7,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 005 Atglen,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 005 Atglen,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 010 Avondale,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 010 Avondale,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 014 Birmingham 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 014 Birmingham 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 015 Birmingham 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 015 Birmingham 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 020 E Bradford N-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 020 E Bradford N-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 021 E Bradford N-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 021 E Bradford N-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 023 E Bradford S-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 023 E Bradford S-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 024 E Bradford S-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 024 E Bradford S-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 025 W Bradford 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 025 W Bradford 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 030 W Bradford 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 030 W Bradford 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 031 W Bradford 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 031 W Bradford 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 032 W Bradford 4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 032 W Bradford 4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 033 W Bradford 5,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 033 W Bradford 5,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 035 E Brandywine N-1,Democratic,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Inspector of Elections,REP Inspector of Elections 035 E Brandywine N-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 036 E Brandywine N-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 036 E Brandywine N-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 038 E Brandywine S,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 038 E Brandywine S,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 040 W Brandywine E-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 040 W Brandywine E-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 041 W Brandywine E-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 041 W Brandywine E-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 043 W Brandywine W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 043 W Brandywine W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 045 Caln 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 045 Caln 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 050 Caln 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 050 Caln 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 053 Caln 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 053 Caln 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 054 Caln 4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 054 Caln 4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 055 East Caln 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 055 East Caln 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 056 East Caln 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 056 East Caln 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 060 West Caln 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 060 West Caln 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 061 West Caln 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 061 West Caln 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 065 Charlestown,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 065 Charlestown,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 070 Coatesville 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 070 Coatesville 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 080 Coatesville 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 080 Coatesville 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 090 Coatesville 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 090 Coatesville 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 100 Coatesville 4-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 100 Coatesville 4-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 110 Coatesville 4-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 110 Coatesville 4-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 120 Coatesville 5,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 120 Coatesville 5,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 140 S Coatesville,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 140 S Coatesville,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 145 N Coventry E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 145 N Coventry E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 150 N Coventry M,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 150 N Coventry M,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 155 N Coventry W-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 155 N Coventry W-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 156 N Coventry W-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 156 N Coventry W-2,Republican,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Inspector of Elections,DEM Inspector of Elections 160 E Coventry 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 160 E Coventry 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 165 E Coventry 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 165 E Coventry 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 170 S Coventry,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 170 S Coventry,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 175 E Downingtown E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 175 E Downingtown E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 180 E Downingtown W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 180 E Downingtown W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 185 W Downingtown N,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 185 W Downingtown N,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 190 W Downingtown S,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 190 W Downingtown S,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 195 Easttown 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 195 Easttown 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 198 Easttown 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 198 Easttown 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 201 Easttown 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 201 Easttown 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 204 Easttown 4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 204 Easttown 4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 207 Easttown 5,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 207 Easttown 5,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 210 Easttown 6,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 210 Easttown 6,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 213 Easttown 7,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 213 Easttown 7,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 215 Elk,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 215 Elk,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 220 Elverson,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 220 Elverson,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 225 E Fallowfield E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 225 E Fallowfield E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 230 E Fallowfield W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 230 E Fallowfield W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 235 W Fallowfield,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 235 W Fallowfield,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 240 Franklin,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 240 Franklin,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 243 E Goshen 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 243 E Goshen 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 244 E Goshen 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 244 E Goshen 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 245 E Goshen 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 245 E Goshen 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 246 E Goshen 4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 246 E Goshen 4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 247 E Goshen 5,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 247 E Goshen 5,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 248 E Goshen 6,Democratic,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Inspector of Elections,REP Inspector of Elections 248 E Goshen 6,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 249 E Goshen 7,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 249 E Goshen 7,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 250 E Goshen 8,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 250 E Goshen 8,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 251 E Goshen 9,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 251 E Goshen 9,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 255 W Goshen N-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 255 W Goshen N-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 260 W Goshen N-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 260 W Goshen N-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 261 W Goshen N-3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 261 W Goshen N-3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 262 W Goshen N-4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 262 W Goshen N-4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 265 W Goshen M-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 265 W Goshen M-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 270 W Goshen M-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 270 W Goshen M-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 275 W Goshen S-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 275 W Goshen S-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 280 W Goshen S-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 280 W Goshen S-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 285 W Goshen S-3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 285 W Goshen S-3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 286 W Goshen S-4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 286 W Goshen S-4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 290 Highland,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 290 Highland,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 295 Honey Brook Borough,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 295 Honey Brook Borough,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 300 Honey Brook Township 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 300 Honey Brook Township 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 301 Honey Brook Township 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 301 Honey Brook Township 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 305 Kennett Square N,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 305 Kennett Square N,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 310 Kennett Square S-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 310 Kennett Square S-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 315 Kennett Square S-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 315 Kennett Square S-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 320 Kennett Township 1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 320 Kennett Township 1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 325 Kennett Township 2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 325 Kennett Township 2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 328 Kennett Township 3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 328 Kennett Township 3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 329 Kennett Township 4,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 329 Kennett Township 4,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 330 London Britain,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 330 London Britain,Republican,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Inspector of Elections,DEM Inspector of Elections 335 Londonderry,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 335 Londonderry,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 340 London Grove Ch,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 340 London Grove Ch,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 345 London Grove S,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 345 London Grove S,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 350 Malvern,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 350 Malvern,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 355 E Marlborough E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 355 E Marlborough E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 356 E Marlborough S,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 356 E Marlborough S,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 360 E Marlborough W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 360 E Marlborough W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 365 W Marlborough,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 365 W Marlborough,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 370 Modena,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 370 Modena,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 375 E Nantmeal,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 375 E Nantmeal,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 380 W Nantmeal,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 380 W Nantmeal,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 385 New Garden N,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 385 New Garden N,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 390 New Garden S-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 390 New Garden S-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 391 New Garden S-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 391 New Garden S-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 395 New London,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 395 New London,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 400 Newlin,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 400 Newlin,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 405 E Nottingham E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 405 E Nottingham E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 406 E Nottingham W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 406 E Nottingham W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 410 W Nottingham,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 410 W Nottingham,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 415 Oxford E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 415 Oxford E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 420 Oxford W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 420 Oxford W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 425 Lower Oxford E,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 425 Lower Oxford E,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 430 Lower Oxford W,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 430 Lower Oxford W,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 435 Upper Oxford,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 435 Upper Oxford,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 440 Parkesburg N,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 440 Parkesburg N,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 445 Parkesburg S,Democratic,Local,1,4,
"CHESTER COUNTY, PENNSYLVANIA
UNOFFICIAL LIST OF OFFICES
MAY 20, 2025 Municipal Primary",,,,,,
Contest Title,Contest Long Name,Party,District Type,Vote For,Term Number,Notes
Inspector of Elections,REP Inspector of Elections 445 Parkesburg S,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 450 Penn,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 450 Penn,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 453 Pennsbury N-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 453 Pennsbury N-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 454 Pennsbury N-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 454 Pennsbury N-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 456 Pennsbury S-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 456 Pennsbury S-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 457 Pennsbury S-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 457 Pennsbury S-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 461 Phoenixville N-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 461 Phoenixville N-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 462 Phoenixville N-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 462 Phoenixville N-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 463 Phoenixville N-3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 463 Phoenixville N-3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 467 Phoenixville M-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 467 Phoenixville M-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 468 Phoenixville M-2,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 468 Phoenixville M-2,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 469 Phoenixville M-3,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 469 Phoenixville M-3,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 472 Phoenixville E-1,Democratic,Local,1,4,
Inspector of Elections,REP Inspector of Elections 472 Phoenixville E-1,Republican,Local,1,4,
Inspector of Elections,DEM Inspector of Elections 473 Phoenixville E-2,Democratic,Local,1,4,
